text,sentiment,id,transformed
"Коммента́рий Департа́мента информа́ции и печа́ти МИД Росси́и в связи́ с ситуа́цией с права́ми челове́ка в Ла́твии и Эсто́нии  [Комментарий Департамента информации и печати МИД России в связи с ситуацией с правами человека в Латвии и Эстонии // «Дипломатический вестник», 2004] [disambiguated]",l,140,"Так, например, в Германии и Швейцарии уже говорили о том, что желание в более широком смысле, чтобы помочь России в уничтожении химического оружия."
"Доктор Перри Кендалл из Британской Колумбии совершенно уверен ― чистый экстази совершенно безвреден, если его принимает взрослый человек, однако настаивает на том, что это не призыв к легализации наркотиков, а научное наблюдение.  [Мир в заголовках // «Русский репортер», 2012] [not disambiguated]",p,3377,"Доктор Перри Кендалл из Британской Колумбии вполне уверен, что чистый экстаз абсолютно беспроблемный, если взрослый его принимает, но настаивает на том, что это не призыв к легализации наркотиков, а научное наблюдение."
"Что касается опоры при решении проблем гражданского общества на таланты, мудрость, силу убеждения его членов, то в России это звучит некой абстракцией, благим пожеланием, далеким от реалий жизни.  [Игорь Харичев. Познавшие вкус свободы // «Знание - сила», 2012] [not disambiguated]",n,2926,"Что касается поддержки для решения проблем гражданского общества в способности, мудрость, убеждения ее членов, в России это звучит как абстракция, хороший, далеко от реальности."
"Что твори́т Лужко́в свои́ми постановле́ниями с Нескучным са́дом, Лефортово, Битцевским ле́сом и Петро́вским дворцо́м ― уму́непостижи́мо.  [Кириенко можно? [Распечатка звонков на прямую линию с С. В. Кириенко] // «Коммерсантъ-Власть», 1999] [disambiguated]",n,2112,"То, что Лужков делает с его постановлениями с Нескучным садом, Лефортово, Битцевским лесом и Петровским дворцом, совершенно понятно."
"Как пример действий, «не отвечающих национальным интересам», приведены… два снимка, сделанные оперативниками ДГБ на митинге партии Альгирдаса Палецкиса.  [Владимир Водо. Пострадал за «своих» // «Русский репортер», 2012] [not disambiguated]",l,2377,"В качестве примера Действия «не отвечающие национальным интересам» являются ... две из сторон оперативников, которые GDD сказал, что любой на встрече роста в Палецкиса."
"""Е́льцина в президенты мы вы́несли на на́ших молотка́х"", ― го́рдо ска́жут вам горняки́.  [Константин Анохин. Город-уголь // «Коммерсантъ-Власть», 2002] [disambiguated]",p,1468,Это было возможно продлить срок 4 года C. Mironovu- Совета Федерации.
"[Багаев Александр, nick]   СС ― проводники и исполнители расовой политики Рейха.  [коллективный. Форум: Уничтожение польской профессуры Львова. Обсуждение (2012)] [not disambiguated]",l,3268,"[Багаев, Александр.] - есть, и игроки расовой политики …"
"Член нау́чного сове́та Фо́нда Карнеги Андре́й Ря́бов счита́ет, что ""рефо́рма ЖКХ в прави́тельственном, фискально-олигархическом вариа́нте неизбе́жно созда́ст ма́ссу пробле́м"": "" Неизбе́жно возни́кнет о́чень серьёзное напряже́ние ме́жду вла́стью и населе́нием, так что"" Я́блоко ""сде́лало о́чень уда́чный предвы́борный ход"".  [Ольга Редичкина. Явлинский поставит Чубайса на счетчик (2003) // «Газета», 2003.07.02] [disambiguated]",p,850,"Член Научного совета Фонда Карнеги Андрей Рябов считает, что «реформирование структуры и коммунальных услуг в правительственной, бюджетно-олигархической версии неизбежно создаст массу проблем»: «Неизбежно будет очень серьезная напряженность между власти и гражданина, поэтому «Яблоко» совершило очень успешную избирательную кампанию »."
"А вы, зна́чит, наде́етесь отсиде́ться?   ― Ви́дите ли, в чём де́ло…  У меня́ бо́лее сло́жная оце́нка всех э́тих после́дних собы́тий в би́знесе.  [Анатолий Чубайс, Елена Трегубова. Власть должна быть жесткой // «Коммерсантъ-Власть», 2000] [disambiguated]",n,1995,"Его уход связан с затянувшимся конфликтом с первым заместителем главы администрации президента РФ Вячеслав Володин, который после доставки своего предшественника Владислава Суркова в правительство спешит поставить своих людей в ряде ключевых областей, чтобы изменить порядок выборы губернаторов."
"Может, потому, что нужные люди всегда в цене?  [коллективный. Форум: Четыре пули за подзатыльник и «БМВ» (2012)] [not disambiguated]",l,3276,"Может потому, что право люди всегда в стоимость?"
"И, коне́чно, мы о́чень наде́емся на то, что на́ше взаимоде́йствие бу́дет эффекти́вным и пойдёт на по́льзу в де́ле урегули́рования конфли́ктов, и пре́жде всего́ ― в де́ле ближневосто́чного урегули́рования.  [В. В. Путин. Вступительное слово в ходе российско-египетских переговоров в расширенном составе // «Дипломатический вестник», 2004] [disambiguated]",p,69,Мы успешно разрешим конфликты с эффективной коммуникацией.
"Приня́тие зако́нов, регули́рующих де́ятельность ча́стных фо́ндов, заде́рживается ещё сильне́е, чем э́то бы́ло с УК, предупреди́ла вчера́ председа́тель сове́та национа́льной ассоциа́ции НПФ Гали́на Морозова.  [Наталия Биянова. Для НПФ закон не писан (2003) // «Газета», 2003.06.03] [disambiguated]",p,240,"Принятие законов, регулирующих деятельность частных средств, задерживается еще больше, чем в Уголовный кодекс, Галина Morozova, председатель совета национальной ассоциации, опытом, предупредил вчера."
"Всё э́то мо́жно перевести́ в конкре́тные пара́метры, кото́рых набрало́сь семь, и подсчита́ть, в каки́х регио́нах де́ньги расхо́дуются с максима́льной по́льзой для люде́й.  [Магомет Яндиев. Где на Руси жить хорошо (2003) // «Время МН», 2003.07.30] [disambiguated]",l,1169,"Все это можно преобразовать в семь кумулятивных конкретных параметров, и вы можете выяснить, куда люди приносят деньги, которые принесут вам наибольшую пользу."
"Эта магистраль должна стать первым проектом на пути создания высокоскоростного транспортного коридора Москва―Пекин, который в свою очередь является важным компонентом продвигаемой китайской стороной идеи создания трансконтинентального транспортного маршрута из Китая в Европу Новый Шелковый путь (оригинальное китайское название ― «Один пояс ― один путь»).  [Александр Ивантер. Концерт наций, а не китайский оркестр // «Эксперт», 2015] [not disambiguated]",p,3927,Эта магистраль должна быть главным приоритетом для проекта. Это позволяет трансконтинентальным из Китая в Европу.
"А, нет, это еще не завершение: вдоль всей набережной, по пути то есть к месту сбора марширующих, расставлены толпы гостей страны.  [Иван Давыдов. Вы готовы, дети? // «Русская жизнь», 2012] [not disambiguated]",l,2429,"И, нет, это пока еще не завершена и эти насыпи, это на место сбора на ногах, множество гостей страны"
"― Тогда́ зарубе́жные ба́нки то́лько на́чали массово приходи́ть в Росси́ю, и мно́гие понесли́ убы́тки, не успе́в нача́ть норма́льно рабо́тать.  [Алексей Крашаков. Иностранцы «съедают» наши банки? (2003) // «Аргументы и факты», 2003.01.29] [disambiguated]",n,547,"Затем внешние банки начали массово прибывать в Россию, и многие из них понесли убытки, прежде чем они начали работать должным образом"
"Лю́дям непоня́тно, как при таки́х даровы́х де́нежных скопле́ниях мо́жет вы́ходить зако́н, кото́рый отбира́ет после́днюю наде́жду на по́мощь в выздоровле́нии.  [Б. Варецкий. Стыдные уроки барства. Власть и бедность (2003) // «Советская Россия», 2003.08.21] [disambiguated]",n,287,"И первоначальные планы, реализация которых Россия была в 2018 году, чтобы иметь независимый доступ в космос для пилотируемого космического корабля огромного класса, на самом деле сломана."
"Не то́лько за счёт того́, что мы наберём бо́льше голосо́в, но и благодаря́ тому́, что в Ду́му приду́т лю́ди, спосо́бные слы́шать го́лос ""Я́блока"".  [Вячеслав Игрунов, Дмитрий Камышев. Вячеслав Игрунов: денег у нас будет достаточно // «Коммерсантъ-Власть», 1999] [disambiguated]",p,2080,"Мы получим больше билетов, и в итоге мы получим много денег."
"Удало́сь продли́ть на 4 года́ срок С. Миронову― председа́телю Сове́та Федера́ции.  [Госдума : Куда занесет Селезнева (2003) // «Аргументы и факты», 2003.02.05] [disambiguated]",p,1250,"Коммунистические правители любили советские отметить, что советский рубль - самая стабильная валюта в мире ( «аутсайдеры, советский рубль идет», - сказал поэт)."
"Но, похо́же, Борису Ельцину придётся повремени́ть с реше́нием ― ведь Ру́сская правосла́вная це́рковь к захороне́нию ещё не гото́ва.   День рожде́ния патриа́рха   Ежего́дно 23 февраля́ Бори́с Е́льцин ли́чно поздравля́ет Алексия II с днём рожде́ния ― в официа́льной резиде́нции патриа́рха в Чи́стом переу́лке.  [Владислав Дорофеев. Происки церкви // «Коммерсантъ-Власть», 1998] [disambiguated]",l,2168,"Но, похоже, Борис Ельцин, чтобы нанести ущерб с решением -, Русская православная церковь к захоронению не готова. День рождения патриарха Ежегодно 23 февраля Борис Ельцин лично поздравляет Алексия II с родиной - в официальной резиденции патриарха в Чистом переулке."
"Сказала, что страна ее ― «бедная, огромная, страдающая, безжалостно растерзанная жадными, нечестными, неверующими людьми, большая артерия, из которой несколько человек уводят ее богатства».  [Иван Давыдов. Фоторобот // «Русская жизнь», 2012] [not disambiguated]",l,2495,"Она говорит, что ее страна - бедный, страдания, безжалостно разрывается на куски, то неверующих людей, артерии, из которого несколько человек на её богатства"
"), отбивая атаки тех, кто хочет свою долю, М.З. Фейгин с женой-предпринимателем зарабатывает на копирайте, Н.В. Толоконникова на зоне доит корову.  Все заняты общим делом освобождения России.  [Максим Соколов. Business as usual // «Русская жизнь», 2012] [not disambiguated]",p,2833,"чтобы отталкивать от тех, которые хотят, чтобы их долю, M.Z. Feigin с его wife-entrepreneur себе копию, N.V. Tolokonnikov в зоне доил корову. Все занят в распространенной причиной освобождения России."
"[Александр Коток, nick]   У них тоже есть свои люди в Роспотребнадзоре, благодаря которым они могут «включать» и «выключать» эпидемии?  [коллективный. Форум: В Москве приняты особые меры по профилактике кори. Что будет? (2012)] [not disambiguated]",l,3062,"Он рассказывает, как профессионал на работе и просто великий человек был мертв. - Все у нас есть специалисты в помойку. Вентиляторы не держали, - говорит Сергей полутон."
"Ина́че мы никогда́ не окре́пнем и не наберём си́лы для настоя́щей борьбы́.  [Владимир Федоткин. Власть и оппозиция (2003) // «Советская Россия», 2003.07.03] [disambiguated]",n,1040,"В противном случае, мы никогда не становиться сильнее и увеличьте свою силу для реальной борьбы."
"Пока́ внима́ние и си́лы мирово́го соо́бщества бы́ли отвлечены́ на ира́кский кри́зис, террористи́ческие структу́ры получи́ли переды́шку и возмо́жность перегруппирова́ть свои́ си́лы, наме́тить но́вые це́ли для свои́х ата́к   Друго́й траги́ческий приме́р ― ситуа́ция в Косово.  Неда́вние этни́ческие чи́стки, ста́вшие результа́том попусти́тельства алба́нским экстреми́стам, грозя́т перечеркну́ть многоле́тние уси́лия мирово́го соо́бщества по укрепле́нию ми́ра на Балканах.  [С. В. Лавров. Статья в газетах «Коммерсант» и «Уолл-стрит джорнал» // «Дипломатический вестник», 2004] [disambiguated]",n,62,"Пока внимание и силы мировой группы были отвлечены от иракского кризиса, террористические структуры получили передышку и случай перегруппировки своих сил, изложили новые цели для своих нападений. Другим примером трагедии является ситуация в Косово. Недавняя этническая чистка, которая была результатом страданий албанских экстремистов, грозит уничтожить долгосрочные усилия мирового сообщества по укреплению мира на Балканах."
"«Надо обращаться не только к чиновникам, но и к депутатам.  Партийная организация―большая сила.  Гораздо проще работать, имея подкрепления в лице десятков тысяч активных людей.  [Собянин: «Мы не планируем объединить Москву и Московскую область» (2011.03.23) // http://www.rbcdaily.ru/2011/03/23/focus/562949979921499.shtml, 2011] [not disambiguated]",p,3520,"«Мы должны иметь дело не только с слугами, но и с агентами. Партийная организация - это большая помощь. Гораздо легче работать с подкреплениями перед десятками тысяч активных людей."
"Вы придёте к добру́!   Лю́ди!  Ведь вы лю́ди, а не зве́ри!  [А. Гроздилова. Вы придете к добру! // «Трамвай», 1990] [disambiguated]",p,2242,Вы могли бы стать отличным человеком!
"Разрабо́тать поря́док установле́ния тари́фных преференций на отде́льных уча́стках приграни́чных тра́нспортных систе́м, образу́ющих ма́лые междунаро́дные тра́нспортные коридо́ры.  [Рекомендации Рабочей группы Совета глав субъектов Российской Федерации при МИД России (СГС) по вопросу «Состояние и задачи законодательного регулирования приграничного сотрудничества субъектов Российской Федерации» // «Дипломатический вестник», 2004] [disambiguated]",l,174,"Генерал был опытный человек, и понял, что это не важно, не воруют, поэтому он заказал горный инженер Богданов покинуть сцену и расследовать дело."
"Почти так же, как деление ядра урана повлияло на физиков и политиков предвоенной Европы.  [Сергей Смирнов. Пять веков государя (1512-2012) // «Знание-сила», 2012] [not disambiguated]",l,2826,"Почти столько же, сколько деление, уран физиками и политиками предвоенной Европы."
"Однако возможные различия в кредитных рейтингах, условиях внешнего фондирования и практике корпоративного управления, как отмечают специалисты, могут стать причиной несовместимости кредитной политики этих финансовых институтов, различий в процедурах экспертизы проектов и оценке рисков, что способно существенно ослабить синергию между АБИИ и НБР.  [Александр Ивантер. Концерт наций, а не китайский оркестр // «Эксперт», 2015] [not disambiguated]",n,3932,"возможных колебаний в кредитных рейтингов, внешнее финансирование и корпоративного управления, эксперты утверждают, могут привести к несовместимости Кредитная политика этих финансовых учреждений, различия в процедурах проекта оценки и оценки рисков, которые могут значительно ослабить взаимодействия между ABI и NBR."
"Давным-давно возник и устойчивый стереотип, что партизаны впервые в России появились в ходе Отечественной войны 1812 года, а их родоначальником стал лихой гусар и поэт Денис Васильевич Давыдов.  [Виктор Безотосный. Русские партизаны в 1812 году // «Знание - сила», 2011] [not disambiguated]",n,3583,"Давным-давно, справедливым и устойчивым, что партизаны впервые в России в Отечественной войне 1812 года, а отец-основатель стал немного гусаром и поэтом Деннисом Васильевичем Давыдов."
"За ними к микрофонам выходили обычные люди, приехавшие в Бутово почтить память тех, кто был здесь расстрелян.  [А. Гальперина. Эти рвы уравняли всех (2015.10.30)] [not disambiguated]",l,3848,"Для них микрофонам были обычные люди, которые приезжают в Бутово в честь тех, кого расстреляли."
"Что́бы охолонить зря раската́вших губу́ на нефтяну́ю ре́нту избира́телей, Шахновский подели́лся таки́м открове́нием: ре́нта― э́то то же, что и ""зо́лото па́ртии"".  [Иван-дурак и миллиардер Шахновский (2003) // «Завтра», 2003.08.22] [disambiguated]",p,1289,"Для того, чтобы заполнить губу для нефтяной ренты, Он разделил это откровение: аренда - это то же самое, что и «золото партии»."
"2. Форма у них не нацистская, а точь-в-точь как у Российских подводников.  [коллективный. Форум: Православие и «Русский марш» (2012)] [not disambiguated]",l,3212,"Их форма не нацист, а именно, как русский территории Украины"
"В тако́м слу́чае челове́к был бы как бы материа́льным ору́дием како́й-то им владе́ющей си́лы, кото́рая мчит его́ куда́-то, челове́к не́ был бы свобо́ден,не име́л бы суда́ над собо́ю, не владе́л бы свои́м направле́нием.  [К. С. Аксаков. Статья в газету «Молва», № 6, 18 мая 1857 г. // , 1857] [disambiguated]",n,3677,"В этом случае мужчина считался бы, как важный инструмент кого-то не имеют власть, которая мчится его, чтобы не быть свободным, не было бы на себя, не владеют его направлении"
"И более мудро, чем канцлер Германии Ангела Меркель, которая выжидает момент, когда станет ясно, какая позиция возьмет верх.  [Гжегож Колодко. Как избежать африканизации Греции // «Эксперт», 2015] [not disambiguated]",p,3941,"И мудрее канцлер Германии Ангела Меркель, ждет момент, когда становится ясно, какие позиции."
"Особенно ценными оказались сведения, своевременно сообщенные капитаном Сеславиным, о выходе французов из Москвы и о направлении движения наполеоновских частей на Калугу.  [Виктор Безотосный. Русские партизаны в 1812 году // «Знание - сила», 2011] [not disambiguated]",p,3587,"Особенно ценным было информацию незамедлительно, капитан Seslavin, уход из Москвы и направлении Наполеона и Калуга."
"Вот и прихо́дится Кудрину лома́ть го́ловунад тем, что в предвы́борный год опа́сней не вы́полнить: зада́ние премье́ра и́ли обеща́ние президе́нта.  [Максим Блант. Кассандра в ранге советника (2003) // «Еженедельный журнал», 2003.04.08] [disambiguated]",n,253,"Это то, на что Кудрин должен остановиться, потому что в предвыборный год более рискованно не делать этого: работа премьер-министра или обещание президента."
"Не успе́л Петр I-й ввести́ в Росси́ю но́вые обы́чаи и обря́ды, не успе́л распространи́ть сноше́ния госуда́рства своего́ с Европою, как почу́вствовал нужду́ перемени́ть мно́гое в пре́жних законоположе́ниях; но не сде́лал о́бщего пла́на всему́ законоположе́нию, ко́его ча́сти бы́ли бы в надлежа́щей соразме́рности, подкрепля́ли бы одна́ другу́ю, освеща́лись бы взаи́мным све́том и стреми́лись бы все к це́ли еди́ной.  [А. Н. Радищев. О законоположении (1801-1802)] [disambiguated]",n,3709,"У нее не было времени узнать о новых обычаях и ритуалах России и, как следствие, не удалось установить дружеские отношения с Европой. Но мы будем старательно выполнять одну цель."
"В процессуа́льное законода́тельство бу́дут внесены́ измене́ния, что́бы для возбужде́ния де́ла бы́ло доста́точно заявле́ния от компа́нии ― покупа́теля лице́нзии.  [Роман Дорохов, Елена Короп. Черная метка Белого дома. Правительство начало войну с интеллектуальными пиратами XXI века (2002) // «Известия», 2002.10.03] [disambiguated]",p,1558,"Процедура будет вскоре пересмотрена, и компания сможет нормально торговать."
"Однако при этом специально оговаривается, что в случае бывшего Советского Союза речь идет о людях, которые были внутренними мигрантами и превратились в международных, никуда не выезжая, только в результате появления новых границ*.  [Великая миграционная держава глазами эксперта // «Знание-сила», 2012] [not disambiguated]",l,3328,"Но что конкретно указывает, что в случае бывшего Советского Союза это касается людей, которые были внутренними мигрантами и международными, не идет, как результат новых границ."
"Собы́тия после́днего вре́мени пока́зывают, каку́ю це́ну прихо́дится плати́ть всему́ мирово́му соо́бществу за односторонние де́йствия, не подкреплённые са́нкцией Сове́та Безопа́сности ОО́Н.  [С. В. Лавров. Статья в газетах «Коммерсант» и «Уолл-стрит джорнал» // «Дипломатический вестник», 2004] [disambiguated]",l,63,"Недавние события показывают ценность, которую необходимо уделить всему мировому сообществу за односторонние действия, которые не подкреплены санкцией Совета Безопасности ООН."
"Вы отли́чно зна́ете и то, что есть ба́зовые це́нности (культу́ра, э́тика, духо́вность), кото́рые без официа́льной (госуда́рственной, региона́льной, городско́й) подде́ржки никогда́ и ни за что не смо́гут равно́ конкури́ровать с ""жёлтой"" растленкой, расчленёнкой и проч.  [Владимир Плотников. СМИ без цензуры - диктатура халтуры (2003) // «Советская Россия», 2003.08.19] [disambiguated]",p,755,"Всем известно, что существует фундаментальная ценность, с которой никто не может конкурировать без оружия."
"Он руководи́л опера́цией по наведе́нию поря́дка в Чечне́, и ему́ подчини́ли мини́стра вну́тренних дел Ерина, председа́теля ФСК Степашина, руководи́телей Миннаца Егорова и Федера́льной пограни́чной слу́жбы Николаева, а та́кже меня́.  [Даешь «вести с полей» (2003) // «Совершенно секретно», 2003.04.08] [disambiguated]",l,1259,"18 мая в Москве очередные консультации заместителей министров иностранных дел, обороны и заместителей секретарей советов безопасности государств-членов Организации Договора о коллективной безопасности."
"Автор, долгое время уверенный в том, что уж в конце-то 1930-х (да, этот доклад несколько выходит за заявленные хронологические рамки книги, но это ничего не портит) среди советских людейцарило самое безнадежное единомыслие, с изумлением нашел, что это вовсе не так.  [Ольга Балла. Между «разно» и «инако»: российские вольнодумцы на перепутьях истории // «Знание - сила», 2011] [not disambiguated]",n,3577,"долгое время уверены, что в конце 1930-ых ( да, этот доклад выходит за рамки объявленной хронологического охвата, но это ничего не портим все что угодно из советских людей, безнадежно, который заключался, с удивлением обнаружил, что это была совсем не так."
"[Кузнецов Андрей, nick]   ) сколько тысяч или сотен тысяч гитлеровцев «запытали» красные, чтобы делать обобщения (см. цитату княгинина ниже)?  [коллективный. Форум: Уничтожение польской профессуры Львова. Обсуждение (2012)] [not disambiguated]",l,3272,"[Кузнецов Андрей, это]), сколько тысяч или сотен тысяч нацистов «делают прекрасную работу» красным, чтобы сделать обобщения (см. Ниже княгинина)?"
"Инициа́тор постано́вки вопро́са Его́р Кузьми́ч Лигачев, ра́нее си́льно обеспоко́енный алкого́льным состоя́нием страны́, в на́ше вре́мя возмущён други́м.  [Андрей Колесников, Любовь Кизилова, Александр Садчиков. Неистребимые и несокращаемые. Чиновничество в России было и остается политической силой (2001) // «Известия», 2001.06.27] [disambiguated]",n,1890,"В инициатора, заявление проблема Егор Кузьмич Ligachev,, который ранее был глубоко обеспокоена тем, что состояние страны, сейчас полны."
"[Лита, nick]   Корь ― острая вирусная инфекционная болезнь, передающаяся от человека к человеку воздушно-капельным путем.  [коллективный. Форум: В Москве приняты особые меры по профилактике кори. Что будет? (2012)] [not disambiguated]",l,3055,"Корь - это острое вирусное инфекционное заболевание, которое распространяется через людей или через влагу в воздухе."
"То́лько у неё, по большо́му счёту, есть свои́ тради́ции, своя́ культу́ра, своя́ идеоло́гия.  [Иван Макушок. Подставные (2003) // «Советская Россия», 2003.08.16] [disambiguated]",p,618,"Только он, по большому счету, имеет свою историю, свою культуру, свою собственную идеологию."
"За гаражами ― люди в камуфляже и масках.  [Марина Ахмедова. Понять дракона // «Русский репортер», № 3 (181), 27 января 2011, 2011] [not disambiguated]",l,3557,"искренний, добросовестный и правдивый слуга, Николай Новиков. (1776)]"
"Сто́роны рассчи́тывают, что докла́д по ито́гам ми́ссии ПРООН в Гальский райо́н внесёт поле́зныйвклад в определе́ние зада́ч его́ экономи́ческого восстановле́ния в интере́сах жи́телей.  [Россия -- Грузия // «Дипломатический вестник», 2004] [disambiguated]",p,183,"В целом, Украина для нашего демократического общества - очень поучительный пример."
"Изданный в России в начале 90-х четырехтомник «История Русской армии» считается безусловной классикой отечественной военно-исторической литературы, не прочитать эту книгу для человека, интересующегося данной темой, просто недопустимо.  [Александр Храмчихин. Тень генерала // «Русская жизнь», 2012] [not disambiguated]",p,2970,"«История русской армии» - классика военной литературы, и людям, которые интересуются этой темой, предлагается прочитать ее один раз."
"Та же у́часть пости́гла и уголо́вное де́ло ""Донкавамета"".  [Валерий Горбачев. Вход в парламент - через импичмент (2002) // «Вечерняя Москва», 2002.02.07] [disambiguated]",l,1522,Та же участь идет по уголовному делу Донкаваме.
"Интеллиге́нт же― э́то представи́тель профе́ссии, свя́занной с у́мственным трудо́м (инжене́р, врач, учёный, худо́жник, писа́тель), и челове́к, облада́ющий у́мственной поря́дочностью.  [Дмитрий Лихачев. О русской интеллигенции (1993)] [disambiguated]",p,2241,Интеллектуалы - это профессии и во многих отношениях обозначают достойных людей.
"Вро́де бы хорошо́.  Квалифици́рованный челове́к до́лжен получа́ть мно́го.  Челове́к не вполне́ подгото́вленный до́лжен получа́ть ма́ло и стреми́ться к приобрете́нию необходи́мых на́выков.  [Михаил Фишман. Кадры сытые и честные (2003) // «Еженедельный журнал», 2003.04.01] [disambiguated]",p,1051,"Я указал на необходимость немедленно начать эвакуацию Ростова и Новочеркасска, принять срочные меры по укреплению плацдарма на правом берегу Дона, и так далее. D. Ничего не было сделано, но в ответ на доклад моего последовали телеграмма всех полководцам, указывая, что «некоторые боссы могут сделать что-то для меня заявление в форме отказа» и требуя «безусловное подчинение. """
"Прему́дрость есть де́йствие ра́зума, непросвещение ума́ и необузданности се́рдца всегда́ нахо́дятся вме́сте, и сле́дует и́ли пресле́дует одна́ другу́ю взаи́мно, сто́лько-то нахо́дится согла́сия ме́жду доброде́телью и и́стиною! но для чего́ же лю́ди просвещеннейшие ча́сто быва́ют весьма́ поро́чны?  [Н. И. Новиков. О добродетели (1775)] [disambiguated]",n,3775,"мудрость - это действие мозга, non-enlightenment, и неконтролируемых сердце всегда вместе, и следует или преследовать друг друга, взаимно, так много согласия между и. но почему же люди часто очень?"
"Их пото́мки до сих пор но́сят чили́йские пого́ны и имена́ Шмидтов и фон Крисмаров, Шнайдеров и Пратсов.  [Олег Поляковский. Неподсуден (2003) // «Вокруг света», 2003.09.15] [disambiguated]",l,770,"Разработать порядок установления тарифных преференций на определенных участках границы транспортных систем, делая небольшие международные транспортные коридоры."
"Ни Березо́вский в до́ме приёмов ЛогоВАЗа, ни ""семья́"" в Кремле́ не скрыва́ли, что руково́дствуются при формирова́нии кабине́та жёстким при́нципом: в Кремле́ и Бе́лом до́ме должны́ сиде́ть лю́ди одно́й кома́нды.  [Александр Андреев. Как обманули Чубайса // «Коммерсантъ-Власть», 1999] [disambiguated]",l,2041,"Они также имеют свои собственные человек в Роспотребнадзор, благодаря чему они могут «включить» и «выключить» болезнь?"
